student_id,age,gender,school_type,location,math_score,english_score,science_score,history_score,attendance_rate,study_hours_per_week,parental_education_level,household_income,internet_access,recommended_stream,parental_career,extracurricular_activity,interest
S0234,18,Female,Public,Urban,90,100,55,45,50,26,Tertiary,5974,No,Healthcare,Healthcare,Science Club,STEM
S0235,15,Male,Private,Urban,96,82,83,51,84,11,Primary,5267,Yes,Humanities,Business,Music,Humanities
S0236,16,Male,Private,Urban,98,79,86,70,43,27,Tertiary,2825,Yes,Arts,Arts,None,Business
S0237,15,Male,Private,Rural,77,79,35,49,65,8,Tertiary,9668,Yes,Arts,Education,Entrepreneurship Club,Healthcare
S0238,18,Female,Public,Rural,55,59,76,96,66,18,Primary,7745,No,STEM,Education,Entrepreneurship Club,Business
S0239,19,Female,Private,Rural,71,84,87,92,85,9,Secondary,3516,No,Healthcare,Education,Sports,Arts
S0240,19,Female,Public,Urban,45,57,63,60,93,28,Secondary,5146,No,STEM,Education,Music,Business
S0241,17,Male,Private,Rural,94,78,51,68,82,18,Tertiary,2412,No,Humanities,Healthcare,Entrepreneurship Club,STEM
S0242,15,Male,Public,Rural,68,49,48,89,66,22,Tertiary,9543,No,Arts,Technology,Sports,Arts
S0243,15,Female,Private,Urban,46,88,46,51,81,20,Primary,9587,No,Business,Technology,Science Club,Humanities
S0244,17,Male,Public,Rural,100,50,97,84,90,10,Primary,2728,No,Business,Technology,Science Club,Arts
S0245,17,Female,Public,Rural,58,78,87,72,89,27,Secondary,5348,Yes,Business,Healthcare,Entrepreneurship Club,Healthcare
S0246,17,Male,Public,Rural,50,39,53,86,45,30,Primary,9164,No,Humanities,Business,None,Healthcare
S0247,18,Female,Private,Urban,87,46,92,90,54,20,Tertiary,4808,Yes,Humanities,Technology,Science Club,Humanities
S0248,15,Male,Public,Urban,50,62,74,97,92,30,Tertiary,2675,No,Arts,Arts,Sports,Business
S0249,18,Female,Public,Urban,55,43,82,59,69,10,Tertiary,5465,No,Humanities,Arts,Science Club,STEM
S0250,17,Female,Private,Urban,94,38,64,53,81,12,Secondary,7988,Yes,STEM,Education,Entrepreneurship Club,Business
S0251,15,Male,Public,Urban,67,62,73,64,76,14,Primary,4504,No,Humanities,Arts,None,Business
S0252,18,Male,Private,Rural,59,87,70,74,76,15,Primary,4967,No,STEM,Education,Entrepreneurship Club,STEM
S0253,18,Male,Public,Rural,81,93,92,45,81,9,Tertiary,8335,Yes,Humanities,Business,Entrepreneurship Club,Healthcare
S0254,17,Female,Private,Rural,53,41,49,52,76,22,Primary,4786,Yes,Arts,Healthcare,Sports,Humanities
S0255,15,Male,Public,Rural,44,48,42,100,74,4,Primary,9856,Yes,Healthcare,Business,Science Club,Arts
S0256,17,Male,Private,Urban,66,69,68,60,62,14,Secondary,3122,No,STEM,Technology,Science Club,Humanities
S0257,15,Female,Private,Rural,79,50,65,42,45,16,Secondary,6079,Yes,Arts,Technology,Sports,STEM
S0258,19,Male,Public,Rural,45,85,88,53,43,6,Tertiary,3571,Yes,Business,Healthcare,Sports,Humanities
S0259,16,Male,Public,Rural,61,89,67,55,57,25,Secondary,7073,No,STEM,Business,Entrepreneurship Club,Business
S0260,16,Male,Private,Urban,74,81,65,94,48,11,Secondary,7104,No,Business,Education,Music,STEM
S0261,16,Female,Private,Rural,48,57,83,68,88,22,Primary,4143,Yes,Business,Healthcare,Science Club,STEM
S0262,17,Female,Public,Urban,50,50,89,52,68,25,Primary,3687,Yes,Arts,Healthcare,Entrepreneurship Club,Healthcare
S0263,19,Male,Public,Urban,47,62,64,76,52,14,Primary,8806,Yes,Business,Business,Sports,Healthcare
S0264,15,Male,Private,Urban,100,82,93,53,86,16,Tertiary,9357,Yes,Arts,Business,Science Club,Humanities
S0265,18,Female,Public,Rural,66,76,84,93,91,15,Primary,9903,Yes,Healthcare,Education,Sports,STEM
S0266,15,Female,Public,Rural,80,74,54,73,56,8,Primary,6132,No,Healthcare,Arts,Science Club,Humanities
S0267,18,Female,Public,Rural,37,100,58,48,84,15,Secondary,5851,Yes,STEM,Business,Entrepreneurship Club,Humanities
S0268,15,Male,Private,Rural,87,99,60,84,71,6,Primary,5440,No,STEM,Education,Sports,Arts
S0269,19,Male,Public,Rural,91,52,38,51,87,20,Primary,5766,No,Arts,Education,Music,Humanities
S0270,18,Female,Private,Urban,62,70,38,88,61,19,Secondary,7644,Yes,STEM,Business,Science Club,Humanities
S0271,17,Female,Public,Urban,73,93,70,51,43,19,Secondary,4326,Yes,Arts,Education,Science Club,STEM
S0272,15,Male,Private,Urban,59,88,77,100,44,19,Primary,8360,No,Business,Arts,Entrepreneurship Club,STEM
S0273,15,Male,Private,Rural,55,66,70,68,76,6,Tertiary,4914,No,Business,Healthcare,None,Humanities
S0274,18,Female,Public,Urban,39,50,62,86,80,23,Tertiary,6968,No,Healthcare,Education,Music,STEM
S0275,17,Female,Private,Urban,63,57,71,98,88,14,Tertiary,7917,No,Healthcare,Arts,Music,Humanities
S0276,17,Male,Public,Urban,55,59,61,64,52,26,Primary,7392,No,Healthcare,Arts,Science Club,Arts
S0277,19,Female,Public,Rural,80,67,90,62,73,23,Secondary,5952,Yes,STEM,Technology,None,Healthcare
S0278,17,Male,Public,Urban,100,46,67,61,84,26,Tertiary,8205,No,Humanities,Business,Music,Humanities
S0279,17,Male,Public,Urban,75,87,77,74,61,15,Primary,2595,No,Humanities,Technology,Music,Humanities
S0280,17,Female,Private,Rural,81,86,60,61,92,20,Primary,7999,No,Business,Technology,Entrepreneurship Club,Humanities
S0281,16,Female,Private,Rural,77,56,90,78,62,25,Tertiary,2728,No,Arts,Education,Science Club,Business
S0282,19,Male,Private,Rural,51,59,71,58,90,7,Primary,3365,No,Business,Arts,None,STEM
S0283,15,Male,Private,Urban,96,98,46,65,42,25,Primary,6492,No,Arts,Education,Sports,STEM
S0284,18,Female,Public,Urban,58,81,100,59,81,12,Primary,2698,No,Arts,Technology,None,STEM
S0285,15,Male,Private,Urban,59,62,85,87,73,18,Primary,9186,Yes,Business,Business,None,Healthcare
S0286,19,Female,Private,Urban,42,53,57,46,71,30,Primary,8320,Yes,Arts,Healthcare,Science Club,STEM
S0287,18,Male,Public,Urban,89,65,84,84,84,22,Secondary,7731,No,STEM,Healthcare,Music,Healthcare
S0288,19,Male,Private,Urban,66,88,74,46,90,22,Primary,2395,No,Arts,Education,Music,Humanities
S0289,17,Female,Private,Rural,92,67,40,39,88,6,Secondary,8588,No,Business,Healthcare,Sports,Healthcare
S0290,18,Female,Private,Rural,86,53,71,79,60,28,Primary,9400,Yes,Healthcare,Arts,Science Club,Business
S0291,17,Female,Private,Rural,100,63,81,98,85,20,Primary,6171,No,Business,Business,Sports,Business
S0292,15,Female,Private,Rural,49,78,53,72,83,14,Tertiary,6360,No,Business,Arts,Music,STEM
S0293,15,Female,Public,Urban,48,81,39,71,60,6,Tertiary,4502,Yes,Humanities,Arts,Entrepreneurship Club,STEM
S0294,18,Female,Private,Rural,64,100,94,51,83,8,Tertiary,3819,No,STEM,Education,Entrepreneurship Club,STEM
S0295,18,Male,Public,Rural,89,64,55,94,50,22,Primary,2717,Yes,Arts,Technology,Science Club,Healthcare
S0296,19,Male,Public,Urban,76,68,54,45,78,7,Tertiary,4782,No,STEM,Technology,Music,STEM
S0297,19,Female,Private,Urban,42,90,53,84,43,25,Primary,9551,No,Healthcare,Education,None,Healthcare
S0298,17,Male,Public,Rural,49,41,57,60,90,12,Primary,9731,Yes,Arts,Education,None,Arts
S0299,18,Male,Private,Rural,73,61,53,53,40,22,Tertiary,6946,Yes,Humanities,Arts,Entrepreneurship Club,Healthcare
S0300,15,Male,Public,Rural,86,95,91,61,67,27,Secondary,5577,Yes,Humanities,Education,Music,Healthcare
S0301,19,Male,Public,Urban,74,43,95,78,63,9,Primary,7486,Yes,STEM,Arts,None,Arts
S0302,19,Male,Public,Rural,91,50,47,79,74,21,Secondary,2143,Yes,STEM,Education,Entrepreneurship Club,Business
S0303,15,Male,Private,Rural,64,88,91,43,52,13,Secondary,6980,Yes,STEM,Technology,Science Club,Arts
S0304,19,Male,Public,Urban,54,70,76,74,86,4,Secondary,5140,No,Humanities,Healthcare,None,Humanities
S0305,17,Female,Public,Urban,75,81,62,62,73,15,Tertiary,9266,No,STEM,Education,Music,STEM
S0306,18,Male,Private,Urban,47,90,39,53,50,14,Tertiary,6491,Yes,Humanities,Technology,Music,Business
S0307,15,Female,Public,Rural,76,73,58,95,75,28,Primary,9192,No,Arts,Technology,Science Club,Arts
S0308,18,Female,Private,Urban,62,46,40,55,90,25,Secondary,9091,No,Arts,Education,Music,Healthcare
S0309,19,Female,Public,Rural,46,81,68,60,56,18,Secondary,4938,No,Arts,Business,Sports,STEM
S0310,19,Female,Public,Urban,39,89,95,85,74,21,Primary,7588,No,Business,Healthcare,None,Healthcare
S0311,15,Male,Public,Rural,53,58,36,40,57,26,Primary,9651,Yes,Humanities,Arts,Music,Arts
S0312,17,Male,Public,Urban,86,61,73,86,79,27,Tertiary,5636,Yes,Arts,Technology,Music,Humanities
S0313,16,Male,Private,Urban,44,96,73,99,61,17,Secondary,5222,Yes,STEM,Arts,Entrepreneurship Club,Humanities
S0314,15,Male,Private,Urban,83,86,46,49,63,17,Secondary,3167,Yes,Arts,Arts,Entrepreneurship Club,Arts
S0315,16,Female,Private,Urban,72,81,57,87,58,5,Secondary,4616,No,Humanities,Technology,Sports,STEM
S0316,16,Male,Private,Urban,38,60,69,80,76,28,Secondary,3062,Yes,STEM,Business,Music,Healthcare
S0317,17,Male,Public,Rural,58,49,80,55,78,7,Tertiary,4156,Yes,STEM,Arts,Entrepreneurship Club,Business
S0318,16,Male,Public,Urban,79,91,39,96,60,8,Secondary,9860,Yes,Business,Education,Music,Business
S0319,16,Female,Private,Rural,76,49,54,63,47,23,Tertiary,7161,Yes,Healthcare,Healthcare,Music,Humanities
S0320,17,Female,Public,Urban,64,93,81,64,67,23,Secondary,7305,No,STEM,Arts,Sports,Arts
S0321,16,Female,Private,Rural,100,49,50,69,44,17,Tertiary,4982,No,Healthcare,Technology,Entrepreneurship Club,Humanities
S0322,16,Female,Private,Urban,90,50,72,69,56,23,Tertiary,8541,No,Healthcare,Education,None,Healthcare
S0323,16,Male,Private,Urban,86,45,83,94,76,10,Secondary,5294,Yes,Humanities,Business,None,STEM
S0324,15,Male,Public,Rural,48,62,41,68,75,24,Tertiary,6729,Yes,Healthcare,Education,None,Humanities
S0325,15,Male,Public,Rural,60,100,96,69,93,21,Tertiary,3156,No,Business,Business,Entrepreneurship Club,STEM
S0326,15,Male,Public,Urban,80,65,88,93,58,13,Secondary,9330,Yes,STEM,Education,Music,Healthcare
S0327,17,Male,Private,Urban,55,84,55,91,66,24,Primary,7334,Yes,Arts,Business,Music,Healthcare
S0328,19,Female,Public,Rural,64,78,69,49,92,8,Primary,2732,No,Humanities,Healthcare,None,Humanities
S0329,16,Male,Private,Rural,82,81,81,85,73,31,Secondary,6330,No,Humanities,Technology,Sports,Healthcare
S0330,16,Female,Public,Urban,45,59,56,62,50,18,Tertiary,8801,No,Arts,Healthcare,Entrepreneurship Club,Business
S0331,17,Male,Public,Rural,90,42,90,62,93,16,Tertiary,6846,Yes,Humanities,Education,Entrepreneurship Club,Business
S0332,16,Female,Private,Urban,57,92,67,62,84,13,Secondary,8731,Yes,STEM,Business,None,Healthcare
S0333,15,Female,Private,Rural,95,44,67,84,86,22,Primary,9176,Yes,Business,Education,Science Club,Arts
S0334,19,Male,Private,Urban,67,86,58,55,51,29,Primary,9241,Yes,Business,Healthcare,Sports,Business
S0335,18,Female,Private,Urban,67,50,64,75,93,27,Tertiary,2953,No,STEM,Arts,None,Business
S0336,16,Male,Public,Urban,60,86,91,77,60,22,Tertiary,4539,No,STEM,Education,Music,Humanities
S0337,15,Female,Public,Urban,72,85,72,62,93,29,Primary,9056,No,Humanities,Technology,None,STEM
S0338,18,Female,Public,Urban,66,82,72,83,50,29,Secondary,5324,No,STEM,Education,None,Humanities
S0339,19,Male,Private,Urban,100,58,56,55,78,13,Tertiary,5301,No,Arts,Education,Music,Arts
S0340,18,Male,Public,Urban,71,78,92,53,67,23,Tertiary,3542,Yes,Healthcare,Technology,None,STEM
S0341,15,Male,Public,Urban,51,100,86,45,44,17,Primary,7293,Yes,STEM,Healthcare,Science Club,Business
S0342,18,Male,Public,Rural,50,54,58,90,56,9,Primary,7772,Yes,Arts,Arts,Sports,Arts
S0343,17,Male,Private,Urban,49,43,72,62,95,26,Primary,3191,Yes,STEM,Arts,Music,Healthcare
S0344,18,Female,Private,Rural,51,50,71,68,59,11,Primary,8313,Yes,Humanities,Technology,Science Club,STEM
S0345,16,Male,Public,Urban,79,44,85,45,80,31,Tertiary,7512,Yes,Humanities,Healthcare,Sports,Humanities
S0346,16,Female,Public,Urban,54,41,99,58,85,15,Secondary,4993,No,Arts,Business,Sports,STEM
S0347,17,Male,Public,Urban,98,50,49,57,51,27,Tertiary,8938,No,Business,Technology,Science Club,Humanities
S0348,15,Female,Public,Rural,50,44,93,60,45,14,Primary,4681,Yes,STEM,Business,Science Club,Healthcare
S0349,16,Male,Public,Urban,59,80,74,62,56,27,Secondary,3217,No,STEM,Healthcare,Music,Arts
S0350,19,Male,Public,Urban,78,39,98,51,90,24,Secondary,3540,No,Healthcare,Business,Entrepreneurship Club,Business
S0351,16,Male,Public,Urban,97,61,70,78,58,3,Secondary,8172,No,Healthcare,Education,Entrepreneurship Club,Business
S0352,16,Male,Private,Urban,48,90,95,80,65,12,Secondary,5236,Yes,Healthcare,Education,Music,Humanities
S0353,15,Female,Public,Urban,97,86,79,52,87,6,Tertiary,7541,Yes,Arts,Arts,None,Humanities
S0354,18,Male,Public,Rural,97,83,75,72,83,6,Secondary,4386,No,Humanities,Business,Entrepreneurship Club,Healthcare
S0355,16,Male,Public,Urban,59,73,72,96,83,20,Tertiary,5719,No,Arts,Healthcare,None,Healthcare
S0356,17,Male,Public,Urban,89,73,40,86,91,10,Primary,7615,Yes,Business,Technology,Music,Business
S0357,18,Female,Private,Rural,66,63,39,80,71,14,Primary,3388,Yes,STEM,Healthcare,Music,Arts
S0358,19,Female,Private,Urban,89,35,70,70,45,24,Tertiary,3856,No,STEM,Business,Science Club,STEM
S0359,15,Male,Public,Urban,70,92,86,83,94,28,Secondary,3365,No,Business,Arts,None,Arts
S0360,19,Female,Public,Rural,63,42,51,71,75,24,Primary,2499,Yes,Arts,Education,Music,Arts
S0361,18,Male,Public,Rural,55,76,84,90,77,20,Secondary,3680,Yes,Humanities,Business,Entrepreneurship Club,STEM
S0362,18,Female,Private,Urban,87,67,67,85,50,22,Primary,2510,No,Healthcare,Healthcare,Music,STEM
S0363,18,Male,Public,Rural,74,94,75,61,72,20,Secondary,9494,No,Business,Arts,None,Humanities
S0364,19,Male,Private,Rural,93,87,45,52,63,18,Secondary,6312,No,Business,Business,Music,Humanities
S0365,18,Male,Private,Urban,90,87,86,72,62,22,Tertiary,3324,Yes,STEM,Education,Sports,Healthcare
S0366,19,Female,Private,Urban,92,78,75,88,54,22,Primary,3155,Yes,Healthcare,Education,Entrepreneurship Club,Business
S0367,18,Female,Private,Urban,90,47,100,76,66,23,Primary,3827,No,Arts,Business,Sports,Humanities
S0368,17,Female,Private,Rural,55,72,97,98,50,21,Tertiary,5141,Yes,Humanities,Arts,Entrepreneurship Club,Arts
S0369,18,Male,Public,Urban,73,46,92,51,90,7,Secondary,9419,Yes,Business,Business,None,Arts
S0370,19,Male,Private,Rural,97,85,91,77,89,27,Primary,5486,No,Arts,Business,Entrepreneurship Club,Healthcare
S0371,16,Male,Public,Rural,68,93,75,53,56,17,Primary,3810,No,Business,Business,Music,Business
S0372,18,Male,Public,Urban,65,56,100,55,90,18,Secondary,8588,Yes,Arts,Education,Science Club,Humanities
S0373,16,Female,Public,Rural,97,70,74,73,92,14,Secondary,4923,Yes,Humanities,Healthcare,Entrepreneurship Club,STEM
S0374,17,Female,Private,Urban,74,48,62,49,53,12,Secondary,7301,No,Healthcare,Technology,Sports,STEM
S0375,15,Male,Public,Rural,88,56,75,75,66,26,Primary,4214,No,STEM,Business,Music,Business
S0376,17,Male,Private,Urban,56,45,78,67,57,26,Primary,6186,No,Healthcare,Healthcare,None,Business
S0377,18,Male,Private,Urban,76,86,96,37,67,12,Secondary,2713,No,Humanities,Business,Entrepreneurship Club,Business
S0378,16,Female,Private,Rural,86,96,63,60,90,5,Tertiary,7977,No,Business,Technology,Entrepreneurship Club,STEM
S0379,16,Female,Private,Urban,61,60,76,49,86,30,Secondary,5602,Yes,STEM,Business,Music,STEM
S0380,19,Female,Public,Urban,64,41,51,49,86,16,Secondary,6134,No,Humanities,Healthcare,Music,Healthcare
S0381,16,Male,Private,Rural,53,84,45,80,43,19,Secondary,9293,No,Arts,Education,Science Club,Healthcare
S0382,19,Male,Private,Urban,57,95,77,49,46,6,Tertiary,5522,No,STEM,Arts,Sports,Healthcare
S0383,15,Male,Private,Urban,44,94,90,98,84,9,Secondary,6268,Yes,Humanities,Business,Entrepreneurship Club,Humanities
S0384,18,Male,Private,Urban,86,56,42,99,74,21,Tertiary,6748,No,Arts,Education,Entrepreneurship Club,Arts
S0385,19,Female,Private,Urban,74,65,38,65,87,8,Secondary,6849,No,Arts,Business,Science Club,Arts
S0386,15,Male,Private,Rural,85,54,87,77,48,4,Primary,3243,Yes,Arts,Education,None,Humanities
S0387,16,Male,Private,Rural,43,73,57,76,47,7,Tertiary,5709,No,Arts,Healthcare,Music,Healthcare
S0388,16,Female,Public,Urban,65,46,62,82,91,27,Secondary,3081,No,Business,Technology,Sports,Arts
S0389,15,Female,Public,Rural,80,69,66,57,84,16,Primary,7779,Yes,Arts,Arts,Science Club,Business
S0390,16,Female,Private,Rural,67,77,47,86,56,12,Secondary,8619,Yes,Healthcare,Healthcare,Entrepreneurship Club,Business
S0391,15,Female,Public,Rural,55,100,100,85,56,18,Secondary,2455,Yes,Healthcare,Technology,Music,Healthcare
S0392,19,Female,Public,Rural,61,71,57,70,88,10,Secondary,6924,Yes,Healthcare,Business,Music,Healthcare
S0393,19,Female,Private,Urban,58,95,64,47,72,13,Primary,2894,Yes,Business,Business,Science Club,STEM
S0394,15,Female,Private,Urban,81,89,69,67,71,25,Tertiary,3384,Yes,Arts,Education,Sports,Healthcare
S0395,19,Female,Private,Rural,67,69,85,42,47,22,Primary,3958,No,Humanities,Technology,Science Club,Arts
S0396,19,Male,Private,Rural,62,46,90,49,58,12,Secondary,5072,Yes,Healthcare,Healthcare,None,STEM
S0397,19,Female,Private,Urban,62,65,69,75,77,11,Tertiary,8530,No,Healthcare,Business,Entrepreneurship Club,Healthcare
S0398,17,Female,Private,Rural,71,42,64,56,42,22,Primary,3996,Yes,Business,Education,Sports,Business
S0399,18,Male,Private,Rural,51,68,47,40,44,23,Primary,8491,No,Humanities,Education,Music,STEM
S0400,16,Male,Private,Rural,52,48,93,68,52,24,Primary,6285,Yes,Healthcare,Technology,Science Club,Humanities
S0401,17,Male,Public,Rural,36,65,83,48,86,28,Tertiary,2504,No,STEM,Education,None,Arts
S0402,19,Female,Public,Urban,68,57,72,79,85,18,Primary,3214,Yes,STEM,Arts,None,Business
S0403,15,Male,Public,Urban,56,75,40,80,70,20,Primary,3531,No,STEM,Education,None,Healthcare
S0404,19,Female,Private,Rural,54,63,44,56,94,17,Primary,5440,Yes,Humanities,Healthcare,Science Club,Business
S0405,18,Male,Private,Rural,95,39,68,67,55,11,Tertiary,9576,No,Healthcare,Arts,Sports,Business
S0406,19,Male,Private,Rural,66,70,92,78,89,21,Secondary,2823,No,Healthcare,Technology,Science Club,Healthcare
S0407,15,Female,Private,Urban,88,62,87,97,71,15,Secondary,2928,Yes,Business,Education,None,STEM
S0408,18,Female,Public,Urban,65,66,92,90,61,19,Tertiary,7029,No,Arts,Healthcare,None,Healthcare
S0409,19,Male,Public,Rural,55,47,52,45,68,29,Primary,7236,Yes,STEM,Education,Entrepreneurship Club,Healthcare
S0410,18,Male,Public,Urban,87,86,74,76,61,20,Tertiary,2133,Yes,Healthcare,Healthcare,Sports,Arts
S0411,16,Female,Public,Rural,63,80,45,56,82,23,Secondary,4105,No,Arts,Education,Entrepreneurship Club,Arts
S0412,16,Male,Private,Rural,66,86,66,96,42,25,Primary,5627,Yes,STEM,Arts,Science Club,Arts
S0413,19,Male,Public,Rural,81,50,41,82,93,26,Tertiary,6780,Yes,Business,Technology,Sports,Humanities
S0414,18,Female,Public,Rural,53,54,86,79,49,14,Primary,8815,Yes,Healthcare,Technology,Music,STEM
S0415,15,Female,Private,Urban,59,97,89,53,81,9,Tertiary,8316,No,Humanities,Technology,Sports,Humanities
S0416,19,Male,Private,Urban,86,86,91,100,60,23,Tertiary,3852,Yes,STEM,Arts,Entrepreneurship Club,Arts
S0417,16,Female,Private,Urban,78,100,43,90,55,26,Primary,6910,No,Humanities,Business,Entrepreneurship Club,Healthcare
S0418,16,Female,Public,Rural,74,51,73,90,51,10,Secondary,7268,Yes,STEM,Healthcare,None,Humanities
S0419,19,Female,Public,Rural,90,37,97,94,41,14,Secondary,6175,No,STEM,Technology,None,Arts
S0420,18,Female,Public,Urban,47,83,68,51,80,21,Secondary,4933,No,Business,Arts,Sports,STEM
S0421,16,Female,Private,Urban,91,80,100,95,63,21,Secondary,5284,Yes,Healthcare,Arts,Science Club,Humanities
S0422,18,Female,Private,Rural,63,86,39,85,74,26,Primary,6298,Yes,Business,Arts,Entrepreneurship Club,Business
S0423,16,Male,Public,Rural,64,49,50,81,95,31,Secondary,4811,No,Healthcare,Education,Science Club,STEM
S0424,16,Female,Public,Rural,73,60,88,96,69,13,Secondary,7348,No,Business,Education,Music,Humanities
S0425,17,Male,Public,Urban,65,58,46,54,69,20,Tertiary,7795,No,Healthcare,Business,Music,Business
S0426,16,Female,Public,Rural,82,78,66,89,86,26,Secondary,3250,No,Arts,Healthcare,Science Club,Business
S0427,15,Male,Public,Rural,78,61,70,49,74,17,Primary,7778,Yes,Business,Business,Sports,Healthcare
S0428,19,Male,Public,Rural,85,44,80,78,58,26,Primary,7651,Yes,Healthcare,Arts,Sports,Healthcare
S0429,19,Female,Public,Rural,67,48,93,77,89,10,Tertiary,5512,Yes,Business,Technology,None,Humanities
S0430,18,Male,Public,Rural,75,66,86,62,47,27,Primary,9569,No,Healthcare,Business,Science Club,STEM
S0431,16,Female,Public,Urban,83,67,71,41,65,26,Primary,8190,Yes,Humanities,Healthcare,Music,Arts
S0432,15,Female,Public,Urban,42,69,82,64,88,17,Tertiary,3256,No,Arts,Education,Entrepreneurship Club,Arts
S0433,18,Male,Public,Rural,86,92,94,51,79,22,Tertiary,5376,Yes,STEM,Business,Science Club,STEM
S0434,17,Female,Public,Rural,94,64,91,79,46,22,Primary,7645,No,Arts,Education,Entrepreneurship Club,Healthcare
S0435,18,Male,Public,Urban,51,66,45,51,69,14,Secondary,7262,No,STEM,Business,None,Humanities
S0436,18,Male,Public,Urban,52,97,100,49,46,25,Primary,5486,No,Healthcare,Arts,Science Club,Business
S0437,16,Male,Private,Rural,45,65,56,76,42,19,Secondary,5584,Yes,Arts,Education,Sports,Business
S0438,17,Female,Public,Rural,87,68,96,64,40,13,Secondary,3396,No,Business,Healthcare,Entrepreneurship Club,Arts
S0439,18,Male,Public,Urban,41,59,72,46,75,6,Secondary,5637,No,Healthcare,Business,Entrepreneurship Club,Healthcare
S0440,15,Male,Private,Rural,38,79,84,83,64,21,Tertiary,5330,Yes,Humanities,Education,Entrepreneurship Club,STEM
S0441,15,Female,Public,Rural,43,86,78,79,76,12,Secondary,4703,No,Healthcare,Business,Music,STEM
S0442,19,Female,Private,Urban,40,75,100,59,40,15,Primary,2470,No,STEM,Arts,Music,STEM
S0443,17,Male,Private,Urban,81,79,71,52,54,8,Primary,9114,Yes,Healthcare,Arts,Entrepreneurship Club,Arts
S0444,17,Female,Public,Rural,76,88,78,88,76,24,Secondary,7131,No,Humanities,Arts,Music,Business
S0445,19,Female,Private,Rural,73,88,99,92,52,24,Tertiary,3353,No,Healthcare,Technology,Entrepreneurship Club,Business
S0446,18,Male,Private,Rural,81,56,78,60,79,9,Tertiary,4783,Yes,Business,Healthcare,Music,STEM
S0447,17,Male,Private,Urban,75,92,78,69,47,27,Tertiary,4831,No,Healthcare,Technology,Entrepreneurship Club,Arts
S0448,15,Female,Private,Urban,86,48,67,79,44,12,Primary,7063,No,Business,Healthcare,Science Club,Humanities
S0449,15,Female,Private,Rural,68,94,41,64,48,26,Secondary,2357,No,STEM,Business,Music,STEM
S0450,16,Male,Private,Rural,51,65,45,70,40,18,Secondary,5019,Yes,Humanities,Arts,Entrepreneurship Club,Business
S0451,17,Male,Private,Rural,62,89,52,100,75,10,Tertiary,9575,No,Arts,Business,Entrepreneurship Club,Arts
S0452,18,Male,Private,Rural,90,60,95,94,74,24,Primary,2667,Yes,Healthcare,Technology,Entrepreneurship Club,Humanities
S0453,19,Male,Private,Urban,81,57,53,70,41,8,Tertiary,6468,Yes,Business,Arts,Sports,STEM
S0454,19,Male,Public,Rural,62,39,89,82,79,8,Primary,7127,Yes,STEM,Business,Music,Arts
S0455,18,Female,Public,Rural,66,85,72,39,62,30,Tertiary,3145,Yes,Healthcare,Healthcare,Sports,Arts
S0456,16,Male,Public,Rural,39,45,55,54,48,13,Tertiary,7467,Yes,Business,Healthcare,Music,Healthcare
S0457,19,Male,Public,Urban,75,68,93,99,73,11,Tertiary,8819,No,Healthcare,Business,Music,Healthcare
S0458,17,Male,Public,Urban,83,54,89,63,85,13,Primary,6185,Yes,Healthcare,Education,Sports,Healthcare
S0459,16,Female,Public,Rural,57,62,87,52,53,14,Primary,5719,No,Arts,Arts,Entrepreneurship Club,STEM
S0460,17,Male,Public,Rural,44,75,57,90,43,27,Tertiary,4745,Yes,STEM,Arts,Music,Arts
S0461,15,Female,Private,Rural,91,67,85,58,69,26,Tertiary,9483,Yes,Humanities,Education,Music,Humanities
S0462,16,Female,Private,Rural,70,59,71,81,70,12,Tertiary,9345,Yes,Healthcare,Technology,Entrepreneurship Club,Business
S0463,19,Female,Private,Urban,63,57,91,62,77,16,Tertiary,2539,No,Healthcare,Business,None,STEM
S0464,16,Male,Private,Rural,85,70,57,98,50,19,Tertiary,4779,No,Healthcare,Technology,Sports,Humanities
S0465,16,Male,Public,Rural,62,38,42,51,74,14,Secondary,6964,Yes,Humanities,Healthcare,Sports,Healthcare
S0466,16,Male,Public,Rural,100,79,42,67,47,27,Secondary,6136,Yes,Humanities,Business,Sports,Arts
S0467,16,Female,Private,Urban,93,79,74,92,42,12,Tertiary,6835,No,Arts,Business,Music,STEM
S0468,17,Female,Public,Rural,50,91,78,88,53,10,Tertiary,5775,No,Humanities,Education,Sports,Humanities
S0469,15,Male,Public,Rural,57,67,93,80,52,21,Tertiary,8042,No,Healthcare,Technology,None,Arts
S0470,18,Female,Private,Rural,50,91,55,94,84,9,Secondary,8645,Yes,Arts,Education,Entrepreneurship Club,Business
S0471,16,Male,Public,Urban,55,73,70,83,71,15,Primary,9102,Yes,Healthcare,Education,Sports,Healthcare
S0472,19,Female,Private,Rural,95,49,81,64,73,9,Primary,9312,No,Business,Education,Music,Arts
S0473,16,Female,Public,Rural,69,47,56,80,84,9,Secondary,7320,Yes,Humanities,Healthcare,Sports,STEM
S0474,19,Male,Public,Rural,92,57,93,71,58,27,Primary,7024,Yes,Arts,Business,Sports,Healthcare
S0475,17,Female,Public,Urban,95,99,99,81,77,8,Secondary,8132,Yes,Arts,Arts,Music,Healthcare
S0476,19,Male,Public,Urban,54,45,65,50,55,20,Tertiary,9891,Yes,Business,Business,Music,Healthcare
S0477,18,Male,Private,Urban,52,51,89,44,41,8,Secondary,4508,Yes,Humanities,Arts,Entrepreneurship Club,STEM
